"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","cluster"
56,"admin.","single","secondary","no",-13,"no","no","unknown",16,"jun",52,3,-1,0,"unknown","no","1"
25,"technician","single","tertiary","no",640,"yes","no","unknown",13,"may",492,2,-1,0,"unknown","no","1"
32,"technician","married","secondary","no",1119,"no","no","cellular",19,"nov",371,2,-1,0,"unknown","no","1"
31,"services","married","secondary","no",5,"yes","no","unknown",16,"may",216,1,-1,0,"unknown","no","1"
40,"unemployed","single","secondary","no",6,"no","no","unknown",9,"jun",134,3,-1,0,"unknown","no","1"
36,"technician","married","secondary","no",627,"no","yes","cellular",4,"feb",146,3,244,1,"other","no","1"
48,"entrepreneur","married","tertiary","no",354,"yes","no","cellular",9,"feb",37,4,-1,0,"unknown","no","1"
29,"housemaid","married","primary","no",132,"no","no","cellular",5,"feb",559,5,-1,0,"unknown","no","3"
54,"admin.","married","secondary","no",263,"no","yes","telephone",29,"jan",283,4,195,7,"failure","no","3"
41,"blue-collar","married","primary","no",2097,"yes","no","unknown",14,"may",160,1,-1,0,"unknown","no","1"
30,"management","single","tertiary","no",697,"no","no","cellular",10,"aug",179,3,102,2,"success","yes","1"
40,"blue-collar","single","unknown","no",24,"yes","no","unknown",5,"may",185,1,-1,0,"unknown","no","1"
48,"technician","married","primary","yes",-530,"no","yes","cellular",19,"nov",119,1,-1,0,"unknown","no","1"
46,"entrepreneur","married","secondary","no",0,"no","yes","cellular",18,"jul",115,1,-1,0,"unknown","no","1"
41,"management","married","tertiary","no",1409,"no","no","cellular",5,"aug",138,1,-1,0,"unknown","no","1"
47,"blue-collar","divorced","secondary","yes",0,"no","yes","unknown",26,"jun",622,3,-1,0,"unknown","no","1"
29,"blue-collar","married","secondary","no",313,"yes","yes","unknown",7,"may",144,1,-1,0,"unknown","no","1"
47,"unemployed","married","secondary","no",2024,"no","no","unknown",9,"jun",169,1,-1,0,"unknown","no","1"
32,"management","married","tertiary","no",1667,"yes","no","cellular",18,"nov",164,2,179,3,"failure","no","1"
50,"admin.","single","secondary","no",167,"no","yes","cellular",28,"jul",201,3,-1,0,"unknown","no","1"
26,"services","single","secondary","no",212,"yes","no","cellular",15,"may",144,2,352,1,"other","no","1"
36,"management","married","tertiary","no",-633,"yes","no","cellular",17,"jul",106,1,-1,0,"unknown","no","1"
39,"housemaid","married","tertiary","no",4,"yes","yes","unknown",19,"jun",185,1,-1,0,"unknown","no","1"
28,"blue-collar","single","secondary","no",339,"yes","no","cellular",10,"jul",353,1,-1,0,"unknown","no","1"
34,"blue-collar","married","primary","no",2720,"yes","no","cellular",16,"apr",115,2,146,5,"failure","no","1"
45,"blue-collar","married","secondary","no",431,"yes","no","unknown",12,"may",29,1,-1,0,"unknown","no","1"
36,"technician","married","secondary","no",1368,"no","no","cellular",1,"jun",516,1,292,5,"failure","yes","1"
32,"management","single","tertiary","no",0,"no","no","unknown",16,"may",91,1,-1,0,"unknown","no","1"
52,"services","married","secondary","no",992,"yes","no","cellular",27,"jan",342,1,92,2,"success","yes","2"
44,"blue-collar","married","primary","no",195,"yes","no","unknown",16,"may",541,5,-1,0,"unknown","no","3"
32,"technician","married","secondary","no",484,"yes","no","cellular",15,"feb",83,6,187,3,"success","yes","1"
37,"admin.","married","secondary","no",1049,"no","no","cellular",31,"jul",126,5,-1,0,"unknown","no","1"
44,"technician","single","secondary","no",196,"yes","no","cellular",6,"feb",386,3,-1,0,"unknown","no","1"
57,"retired","married","tertiary","no",1458,"no","no","telephone",4,"may",89,5,-1,0,"unknown","no","1"
56,"blue-collar","married","primary","no",397,"yes","no","cellular",13,"aug",240,2,-1,0,"unknown","no","1"
35,"admin.","single","secondary","no",10,"no","yes","cellular",12,"may",357,1,175,4,"failure","no","1"
30,"admin.","single","secondary","no",609,"yes","no","cellular",6,"may",145,1,-1,0,"unknown","no","1"
34,"admin.","married","tertiary","no",899,"yes","no","unknown",12,"nov",114,1,170,3,"failure","yes","1"
30,"blue-collar","married","primary","no",2,"yes","yes","cellular",13,"may",7,6,-1,0,"unknown","no","1"
37,"admin.","married","secondary","no",1026,"yes","no","unknown",13,"may",389,2,-1,0,"unknown","no","1"
53,"self-employed","married","tertiary","no",1672,"no","no","cellular",28,"jan",176,1,189,1,"failure","no","2"
43,"blue-collar","married","secondary","no",-111,"yes","no","unknown",29,"may",132,3,-1,0,"unknown","no","1"
34,"blue-collar","married","secondary","no",855,"no","yes","cellular",14,"jul",616,3,-1,0,"unknown","no","1"
28,"technician","single","secondary","no",468,"yes","no","unknown",13,"may",152,3,-1,0,"unknown","no","1"
32,"blue-collar","married","primary","no",388,"yes","no","cellular",15,"apr",171,2,-1,0,"unknown","no","1"
28,"student","single","secondary","no",891,"no","no","telephone",4,"may",34,6,-1,0,"unknown","no","1"
55,"admin.","married","secondary","no",859,"no","no","telephone",12,"may",148,6,308,1,"failure","no","1"
43,"services","married","secondary","no",2145,"no","no","cellular",22,"may",271,1,183,3,"failure","yes","2"
33,"unemployed","married","secondary","no",1211,"no","no","cellular",7,"aug",456,1,-1,0,"unknown","yes","1"
32,"blue-collar","single","secondary","no",706,"yes","no","unknown",20,"may",152,1,-1,0,"unknown","no","1"
40,"technician","married","secondary","no",0,"no","no","cellular",15,"apr",431,2,-1,0,"unknown","no","1"
38,"unemployed","married","tertiary","no",1449,"no","no","unknown",26,"may",535,6,-1,0,"unknown","no","3"
34,"management","married","tertiary","no",158,"no","no","cellular",9,"mar",212,3,181,6,"success","yes","1"
57,"retired","married","primary","no",1532,"no","no","telephone",6,"feb",286,3,-1,0,"unknown","no","2"
43,"admin.","single","secondary","no",375,"no","yes","cellular",21,"jul",163,4,-1,0,"unknown","no","1"
50,"blue-collar","married","primary","no",156,"yes","no","unknown",7,"may",117,3,-1,0,"unknown","no","1"
27,"admin.","single","secondary","no",1327,"no","no","cellular",12,"apr",339,1,241,9,"other","no","1"
34,"technician","single","tertiary","no",2047,"yes","no","cellular",28,"jul",57,5,-1,0,"unknown","no","4"
32,"admin.","married","secondary","no",305,"yes","no","unknown",30,"may",200,3,-1,0,"unknown","no","1"
30,"blue-collar","married","primary","no",307,"yes","yes","cellular",8,"jul",117,2,-1,0,"unknown","no","1"
47,"technician","divorced","secondary","no",691,"no","no","cellular",14,"aug",103,2,-1,0,"unknown","no","1"
28,"student","single","secondary","no",689,"no","no","cellular",2,"feb",36,1,-1,0,"unknown","no","1"
48,"management","married","tertiary","no",571,"yes","yes","cellular",19,"nov",77,2,-1,0,"unknown","no","1"
47,"blue-collar","married","secondary","no",3070,"no","no","cellular",20,"nov",144,2,-1,0,"unknown","no","2"
33,"blue-collar","married","secondary","no",3458,"yes","no","cellular",20,"apr",54,1,-1,0,"unknown","no","1"
37,"management","single","tertiary","no",1730,"no","no","cellular",19,"mar",167,1,-1,0,"unknown","yes","1"
41,"housemaid","married","secondary","no",0,"yes","yes","cellular",15,"jul",368,4,-1,0,"unknown","no","1"
39,"technician","married","secondary","no",625,"yes","no","cellular",17,"apr",185,1,317,2,"failure","no","1"
43,"management","married","secondary","no",2115,"yes","no","cellular",18,"nov",102,1,-1,0,"unknown","no","1"
52,"entrepreneur","married","secondary","no",3332,"yes","yes","cellular",13,"may",182,4,-1,0,"unknown","no","2"
31,"unemployed","married","tertiary","no",591,"no","no","cellular",21,"nov",161,2,-1,0,"unknown","no","1"
47,"admin.","single","secondary","no",15,"no","no","cellular",2,"feb",71,1,266,4,"failure","no","1"
57,"blue-collar","married","primary","no",630,"yes","no","unknown",29,"may",52,1,-1,0,"unknown","no","1"
31,"unemployed","single","secondary","no",2066,"no","yes","cellular",21,"aug",162,2,-1,0,"unknown","no","1"
42,"management","married","tertiary","no",6,"yes","no","unknown",8,"may",103,4,-1,0,"unknown","no","1"
57,"management","married","tertiary","no",2681,"no","no","cellular",11,"mar",266,2,-1,0,"unknown","yes","2"
45,"management","married","secondary","no",1134,"no","yes","cellular",9,"feb",102,4,-1,0,"unknown","no","1"
56,"blue-collar","divorced","primary","no",0,"yes","no","cellular",5,"may",313,1,-1,0,"unknown","no","1"
45,"entrepreneur","married","primary","no",-100,"yes","no","unknown",27,"may",240,6,-1,0,"unknown","no","1"
20,"student","single","primary","no",134,"no","no","cellular",12,"jul",273,1,277,3,"other","no","1"
39,"entrepreneur","divorced","tertiary","no",966,"yes","yes","cellular",20,"nov",186,1,-1,0,"unknown","no","1"
48,"services","married","secondary","no",622,"yes","no","cellular",25,"jul",95,1,-1,0,"unknown","no","1"
30,"admin.","married","secondary","no",685,"yes","no","unknown",20,"jun",25,3,-1,0,"unknown","no","1"
41,"admin.","single","secondary","no",-256,"no","yes","unknown",9,"may",35,3,-1,0,"unknown","no","1"
37,"management","single","secondary","no",0,"yes","yes","cellular",2,"apr",450,2,-1,0,"unknown","no","1"
30,"blue-collar","married","primary","no",70,"yes","yes","unknown",8,"may",461,3,-1,0,"unknown","no","1"
39,"services","single","secondary","no",230,"no","yes","cellular",8,"jul",106,1,-1,0,"unknown","no","1"
32,"blue-collar","single","secondary","no",2,"no","no","unknown",9,"may",144,2,-1,0,"unknown","no","1"
57,"retired","married","primary","no",903,"no","no","unknown",16,"jun",141,1,-1,0,"unknown","no","2"
37,"technician","single","secondary","no",1780,"no","no","cellular",14,"jul",392,4,-1,0,"unknown","no","4"
34,"admin.","married","secondary","no",592,"yes","no","unknown",8,"jun",49,1,-1,0,"unknown","no","1"
58,"retired","married","secondary","no",425,"yes","yes","cellular",17,"nov",100,1,-1,0,"unknown","no","1"
27,"technician","single","secondary","no",0,"yes","no","cellular",6,"may",176,1,-1,0,"unknown","no","1"
31,"technician","married","secondary","no",1868,"yes","no","unknown",9,"may",213,2,-1,0,"unknown","no","1"
58,"management","married","secondary","no",2155,"no","yes","cellular",11,"aug",248,2,182,7,"success","yes","2"
37,"management","married","tertiary","no",0,"no","no","cellular",24,"nov",187,2,-1,0,"unknown","no","1"
58,"management","married","tertiary","no",541,"yes","no","cellular",8,"may",98,1,-1,0,"unknown","no","1"
31,"admin.","single","tertiary","no",2004,"no","no","cellular",19,"nov",117,1,-1,0,"unknown","no","1"
55,"retired","married","secondary","no",185,"no","no","cellular",28,"aug",26,4,-1,0,"unknown","no","1"
56,"retired","divorced","secondary","no",-166,"no","yes","cellular",4,"aug",370,2,-1,0,"unknown","no","1"
52,"blue-collar","married","primary","no",924,"no","no","cellular",21,"aug",93,4,-1,0,"unknown","no","2"
40,"blue-collar","married","secondary","no",306,"yes","no","unknown",7,"may",184,2,-1,0,"unknown","no","1"
46,"management","married","unknown","no",802,"yes","no","telephone",25,"jul",417,1,-1,0,"unknown","no","1"
34,"technician","single","secondary","yes",-2,"no","yes","cellular",8,"jul",283,1,-1,0,"unknown","no","1"
51,"management","married","tertiary","no",437,"yes","no","cellular",6,"may",109,1,-1,0,"unknown","no","1"
31,"technician","single","secondary","no",271,"yes","no","cellular",5,"may",269,1,-1,0,"unknown","no","1"
36,"management","single","tertiary","no",-679,"yes","yes","cellular",3,"feb",110,1,-1,0,"unknown","no","1"
37,"blue-collar","married","primary","no",643,"yes","yes","cellular",2,"feb",81,3,269,3,"other","no","1"
35,"management","married","tertiary","no",1253,"yes","no","unknown",19,"may",210,2,-1,0,"unknown","no","1"
41,"unemployed","divorced","secondary","no",142,"yes","no","cellular",17,"jul",353,3,-1,0,"unknown","no","1"
38,"technician","married","tertiary","no",606,"no","no","unknown",16,"jun",193,2,-1,0,"unknown","no","1"
54,"admin.","married","secondary","no",0,"no","no","cellular",27,"jan",565,1,-1,0,"unknown","yes","1"
50,"technician","married","tertiary","no",92,"no","yes","cellular",7,"jul",192,1,-1,0,"unknown","no","1"
34,"blue-collar","married","primary","no",-703,"yes","no","cellular",18,"may",160,2,-1,0,"unknown","no","1"
54,"retired","divorced","tertiary","no",185,"yes","no","telephone",13,"may",413,6,-1,0,"unknown","no","3"
32,"management","married","tertiary","yes",2,"no","no","cellular",8,"jul",82,1,-1,0,"unknown","no","1"
48,"admin.","divorced","secondary","no",955,"yes","no","cellular",4,"feb",108,2,265,3,"other","no","1"
26,"services","single","secondary","no",187,"yes","no","unknown",9,"may",341,1,-1,0,"unknown","no","1"
49,"management","married","tertiary","no",0,"no","no","cellular",6,"aug",44,2,-1,0,"unknown","no","1"
47,"technician","divorced","tertiary","no",48,"no","no","unknown",27,"may",27,2,-1,0,"unknown","no","1"
48,"management","married","tertiary","no",291,"yes","no","telephone",23,"jul",350,2,-1,0,"unknown","no","1"
27,"services","married","secondary","no",511,"yes","no","unknown",30,"jun",85,5,-1,0,"unknown","no","1"
34,"admin.","single","secondary","no",0,"yes","no","cellular",11,"may",66,1,301,3,"failure","no","1"
39,"entrepreneur","married","tertiary","no",2644,"yes","no","unknown",20,"may",253,1,-1,0,"unknown","no","1"
38,"technician","married","secondary","no",300,"no","no","cellular",29,"aug",125,5,-1,0,"unknown","no","1"
37,"blue-collar","married","unknown","no",1795,"yes","no","unknown",5,"jun",511,1,-1,0,"unknown","no","1"
65,"retired","married","primary","no",2173,"no","no","cellular",14,"apr",72,1,-1,0,"unknown","no","2"
40,"services","divorced","secondary","no",1959,"yes","no","unknown",30,"may",177,1,-1,0,"unknown","no","1"
45,"admin.","married","secondary","no",644,"no","yes","telephone",22,"jul",92,1,-1,0,"unknown","no","1"
55,"retired","married","secondary","no",188,"no","no","unknown",14,"may",139,2,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",0,"yes","no","cellular",3,"aug",261,1,470,2,"failure","yes","1"
39,"management","married","secondary","no",1410,"yes","no","unknown",23,"may",55,1,-1,0,"unknown","no","1"
59,"self-employed","divorced","tertiary","no",2979,"yes","no","cellular",21,"jul",118,3,-1,0,"unknown","no","2"
32,"services","single","secondary","no",936,"yes","no","cellular",18,"nov",61,1,-1,0,"unknown","no","1"
31,"management","single","tertiary","no",816,"yes","no","cellular",16,"apr",339,1,-1,0,"unknown","no","1"
41,"management","divorced","tertiary","no",0,"no","no","cellular",3,"feb",475,3,-1,0,"unknown","no","1"
34,"blue-collar","single","secondary","no",565,"yes","yes","cellular",20,"apr",20,4,-1,0,"unknown","no","1"
33,"technician","single","secondary","no",781,"yes","no","cellular",7,"may",201,1,-1,0,"unknown","no","1"
32,"services","married","secondary","no",364,"yes","no","unknown",20,"may",466,1,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",652,"yes","yes","cellular",18,"jul",50,4,-1,0,"unknown","no","1"
33,"management","married","tertiary","no",3090,"yes","no","unknown",21,"may",162,1,-1,0,"unknown","no","1"
30,"admin.","divorced","secondary","no",1320,"yes","yes","cellular",5,"may",122,3,362,1,"failure","no","1"
46,"blue-collar","married","primary","no",-287,"yes","no","unknown",30,"may",113,3,-1,0,"unknown","no","1"
59,"blue-collar","married","primary","no",3372,"no","no","cellular",7,"jul",87,1,-1,0,"unknown","no","2"
33,"services","married","secondary","no",1078,"yes","no","cellular",13,"may",320,4,175,4,"other","no","1"
34,"blue-collar","single","secondary","no",-42,"yes","yes","unknown",3,"jun",294,2,-1,0,"unknown","no","1"
33,"services","married","secondary","no",0,"no","no","cellular",9,"jul",128,1,-1,0,"unknown","no","1"
30,"services","married","secondary","no",475,"no","no","cellular",22,"aug",192,5,-1,0,"unknown","no","1"
44,"admin.","divorced","secondary","no",161,"yes","no","unknown",7,"may",89,2,-1,0,"unknown","no","1"
28,"technician","married","secondary","no",679,"no","yes","cellular",3,"feb",406,3,-1,0,"unknown","no","1"
24,"admin.","married","secondary","no",262,"yes","no","unknown",4,"jun",69,3,-1,0,"unknown","no","1"
43,"blue-collar","married","primary","no",985,"yes","no","cellular",16,"apr",35,1,-1,0,"unknown","no","1"
36,"technician","single","secondary","no",54,"no","no","cellular",22,"may",563,1,-1,0,"unknown","no","1"
57,"management","married","tertiary","no",1741,"no","no","cellular",24,"jul",449,2,-1,0,"unknown","no","2"
33,"technician","single","secondary","no",105,"yes","no","unknown",5,"may",262,2,-1,0,"unknown","no","1"
27,"blue-collar","single","secondary","no",551,"no","no","cellular",3,"feb",565,2,-1,0,"unknown","no","1"
53,"services","divorced","secondary","no",1467,"yes","no","unknown",5,"may",124,1,-1,0,"unknown","no","2"
26,"student","single","secondary","no",782,"no","no","cellular",29,"jan",297,1,-1,0,"unknown","no","1"
37,"management","single","tertiary","no",457,"yes","no","cellular",1,"apr",510,3,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",3217,"yes","yes","cellular",17,"apr",215,1,-1,0,"unknown","no","1"
47,"technician","married","tertiary","no",1127,"no","no","cellular",11,"aug",133,6,-1,0,"unknown","no","1"
35,"blue-collar","married","secondary","no",3181,"yes","no","cellular",18,"may",28,6,-1,0,"unknown","no","4"
43,"technician","married","secondary","no",17,"yes","no","unknown",16,"may",353,4,-1,0,"unknown","no","1"
45,"admin.","married","unknown","no",2033,"no","no","cellular",28,"may",48,4,-1,0,"unknown","no","2"
33,"technician","single","secondary","no",-409,"yes","no","unknown",28,"may",96,1,-1,0,"unknown","no","1"
31,"admin.","married","secondary","no",97,"yes","no","unknown",19,"may",607,1,-1,0,"unknown","yes","1"
58,"management","single","tertiary","no",2,"yes","no","telephone",11,"may",168,3,-1,0,"unknown","no","1"
28,"services","single","secondary","no",129,"yes","no","cellular",18,"may",32,2,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",1,"yes","no","cellular",15,"may",67,4,178,3,"failure","no","1"
34,"technician","married","tertiary","no",2069,"no","no","cellular",20,"aug",328,2,-1,0,"unknown","no","1"
31,"technician","married","secondary","no",40,"yes","no","cellular",20,"nov",294,2,-1,0,"unknown","no","1"
47,"admin.","married","unknown","no",66,"no","no","cellular",7,"aug",358,1,-1,0,"unknown","yes","1"
32,"technician","married","secondary","no",186,"no","no","unknown",7,"may",418,2,-1,0,"unknown","no","1"
49,"blue-collar","married","primary","no",3028,"yes","no","cellular",12,"may",216,2,259,3,"other","no","2"
44,"services","married","secondary","no",1872,"yes","no","cellular",6,"may",175,1,322,3,"failure","no","1"
40,"services","married","secondary","no",37,"no","no","unknown",9,"jun",356,5,-1,0,"unknown","no","1"
42,"technician","divorced","secondary","no",305,"yes","no","cellular",28,"aug",82,4,-1,0,"unknown","no","1"
42,"blue-collar","married","primary","no",555,"yes","no","unknown",8,"may",249,2,-1,0,"unknown","no","1"
37,"services","single","secondary","no",608,"no","no","cellular",14,"may",380,3,-1,0,"unknown","no","1"
37,"blue-collar","married","primary","no",1534,"yes","no","unknown",3,"jun",126,4,-1,0,"unknown","no","1"
58,"technician","married","tertiary","no",1692,"yes","no","telephone",17,"jul",517,5,-1,0,"unknown","no","3"
46,"blue-collar","married","primary","no",296,"yes","no","unknown",4,"jun",92,2,-1,0,"unknown","no","1"
67,"management","married","secondary","no",3240,"no","no","cellular",20,"may",129,1,-1,0,"unknown","no","2"
46,"technician","divorced","secondary","no",1,"yes","yes","unknown",26,"may",200,3,-1,0,"unknown","no","1"
32,"management","single","tertiary","no",154,"no","yes","cellular",21,"aug",301,3,-1,0,"unknown","no","1"
59,"admin.","married","secondary","no",1914,"yes","no","cellular",7,"jul",126,3,-1,0,"unknown","no","2"
34,"management","married","tertiary","no",0,"yes","no","unknown",20,"may",150,1,-1,0,"unknown","no","1"
27,"services","married","secondary","no",100,"no","no","cellular",16,"jul",57,2,-1,0,"unknown","no","1"
35,"blue-collar","married","unknown","no",1201,"no","no","unknown",18,"jun",537,1,-1,0,"unknown","yes","1"
57,"technician","divorced","secondary","no",204,"no","no","unknown",6,"jun",97,5,-1,0,"unknown","no","1"
34,"blue-collar","married","secondary","no",2542,"yes","no","cellular",14,"may",228,1,-1,0,"unknown","no","1"
47,"management","married","primary","no",1222,"yes","no","unknown",8,"may",28,3,-1,0,"unknown","no","1"
32,"technician","single","secondary","no",493,"no","no","cellular",13,"aug",289,2,-1,0,"unknown","no","1"
39,"management","married","secondary","no",1007,"yes","no","cellular",18,"nov",281,1,-1,0,"unknown","no","1"
33,"management","single","tertiary","no",54,"no","no","unknown",7,"may",262,2,-1,0,"unknown","no","1"
33,"blue-collar","married","primary","no",309,"yes","no","cellular",15,"may",42,4,-1,0,"unknown","no","1"
58,"retired","married","unknown","no",0,"no","no","cellular",20,"aug",46,5,-1,0,"unknown","no","1"
33,"services","married","secondary","no",1697,"no","no","cellular",4,"may",489,1,182,1,"success","yes","1"
35,"blue-collar","married","secondary","no",1055,"no","no","unknown",18,"nov",150,2,-1,0,"unknown","yes","1"
32,"unemployed","married","secondary","no",2996,"yes","no","unknown",19,"may",68,1,-1,0,"unknown","no","1"
44,"technician","married","secondary","no",1901,"no","no","cellular",18,"nov",143,3,104,2,"failure","no","2"
32,"admin.","married","secondary","no",2555,"yes","no","cellular",20,"nov",125,1,-1,0,"unknown","no","1"
43,"technician","divorced","secondary","no",365,"yes","no","unknown",4,"jun",406,2,-1,0,"unknown","no","1"
43,"management","single","secondary","no",-228,"yes","yes","unknown",16,"may",122,2,-1,0,"unknown","no","1"
33,"blue-collar","married","primary","no",1064,"yes","no","cellular",7,"apr",311,1,330,1,"failure","no","1"
45,"technician","divorced","secondary","no",3271,"no","no","cellular",7,"may",388,2,-1,0,"unknown","no","2"
35,"blue-collar","married","unknown","no",444,"no","no","cellular",2,"jun",59,2,-1,0,"unknown","no","1"
53,"technician","married","tertiary","no",431,"yes","no","cellular",5,"may",55,1,328,1,"failure","no","1"
38,"services","married","unknown","no",15,"yes","no","cellular",18,"may",233,1,-1,0,"unknown","no","1"
51,"retired","married","secondary","no",0,"yes","no","cellular",11,"oct",146,4,-1,0,"unknown","no","1"
29,"technician","single","tertiary","no",2485,"no","no","telephone",24,"jul",48,6,-1,0,"unknown","no","4"
33,"blue-collar","single","primary","no",599,"yes","no","unknown",21,"may",29,1,-1,0,"unknown","no","1"
60,"admin.","married","secondary","no",438,"yes","no","telephone",28,"jan",176,2,-1,0,"unknown","no","1"
70,"retired","divorced","primary","no",482,"no","no","telephone",14,"jan",372,1,196,2,"success","yes","2"
36,"admin.","single","secondary","no",22,"yes","no","cellular",22,"jul",77,5,-1,0,"unknown","no","1"
43,"unemployed","married","primary","no",9,"yes","yes","cellular",6,"may",472,1,-1,0,"unknown","no","1"
33,"services","married","secondary","no",22,"yes","no","unknown",5,"may",71,1,-1,0,"unknown","no","1"
31,"self-employed","married","secondary","no",731,"no","yes","cellular",8,"jul",188,1,-1,0,"unknown","no","1"
37,"blue-collar","married","secondary","no",1053,"no","no","unknown",16,"jun",405,3,-1,0,"unknown","no","1"
32,"technician","single","secondary","no",792,"no","no","cellular",29,"aug",193,2,-1,0,"unknown","no","1"
55,"services","divorced","secondary","no",72,"yes","yes","unknown",15,"may",384,4,-1,0,"unknown","no","3"
30,"management","single","tertiary","no",277,"yes","no","cellular",8,"may",166,1,42,1,"other","no","1"
37,"housemaid","single","secondary","no",1358,"no","no","telephone",28,"jan",119,1,-1,0,"unknown","no","1"
25,"management","single","unknown","no",17,"yes","no","unknown",30,"may",65,2,-1,0,"unknown","no","1"
34,"blue-collar","single","primary","no",517,"no","yes","cellular",3,"feb",330,2,-1,0,"unknown","no","1"
44,"blue-collar","divorced","secondary","no",1781,"yes","no","cellular",29,"jul",48,3,-1,0,"unknown","no","1"
57,"services","married","secondary","no",84,"yes","no","unknown",15,"may",59,1,-1,0,"unknown","no","1"
57,"unknown","married","primary","no",8,"no","no","telephone",19,"oct",270,2,-1,0,"unknown","no","1"
61,"management","married","secondary","no",1128,"no","no","cellular",18,"aug",243,2,-1,0,"unknown","no","2"
31,"management","married","tertiary","no",477,"yes","no","cellular",21,"nov",77,5,-1,0,"unknown","no","1"
54,"blue-collar","divorced","primary","no",190,"yes","no","unknown",15,"may",196,2,-1,0,"unknown","no","1"
36,"unknown","married","secondary","no",1370,"no","no","unknown",18,"jun",221,5,-1,0,"unknown","no","4"
57,"retired","married","secondary","no",283,"no","no","cellular",7,"aug",123,2,-1,0,"unknown","no","1"
35,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"may",154,2,-1,0,"unknown","no","1"
55,"blue-collar","married","secondary","no",284,"yes","yes","unknown",28,"may",157,3,-1,0,"unknown","no","1"
32,"technician","single","secondary","no",-5,"no","yes","cellular",26,"aug",300,4,-1,0,"unknown","no","1"
35,"management","married","tertiary","yes",32,"yes","no","cellular",21,"nov",180,1,-1,0,"unknown","no","1"
40,"management","married","tertiary","no",384,"no","no","cellular",20,"apr",200,3,327,2,"failure","no","1"
49,"blue-collar","married","primary","no",-165,"yes","no","cellular",20,"aug",129,4,-1,0,"unknown","no","1"
47,"admin.","married","secondary","no",718,"yes","yes","cellular",5,"aug",195,2,-1,0,"unknown","no","1"
38,"technician","married","secondary","yes",9,"yes","no","unknown",9,"may",129,3,-1,0,"unknown","no","1"
36,"services","divorced","secondary","no",115,"no","no","unknown",6,"jun",201,1,-1,0,"unknown","no","1"
47,"management","married","secondary","no",623,"yes","no","cellular",13,"may",102,6,-1,0,"unknown","no","1"
40,"technician","single","secondary","no",153,"no","no","cellular",7,"aug",125,2,-1,0,"unknown","no","1"
28,"management","single","tertiary","no",355,"yes","yes","unknown",28,"may",300,4,-1,0,"unknown","no","1"
25,"self-employed","single","unknown","no",1179,"no","no","cellular",18,"feb",150,2,185,3,"failure","no","1"
36,"management","single","tertiary","no",613,"no","no","cellular",7,"aug",86,2,-1,0,"unknown","no","1"
58,"management","married","tertiary","no",0,"yes","yes","cellular",6,"may",293,1,351,2,"failure","no","1"
33,"technician","married","secondary","no",1,"yes","no","cellular",15,"mar",261,4,-1,0,"unknown","no","1"
38,"admin.","married","secondary","no",607,"yes","no","unknown",13,"may",315,3,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",456,"yes","no","unknown",23,"may",621,1,-1,0,"unknown","no","1"
41,"blue-collar","married","secondary","no",427,"yes","yes","cellular",14,"may",177,2,-1,0,"unknown","no","1"
41,"technician","married","secondary","no",741,"yes","no","cellular",6,"may",606,3,335,6,"other","no","1"
52,"admin.","divorced","tertiary","no",0,"yes","yes","cellular",30,"jun",122,1,64,1,"failure","no","1"
43,"management","married","tertiary","no",1791,"no","no","cellular",5,"aug",254,1,-1,0,"unknown","yes","2"
29,"management","single","unknown","no",345,"no","no","cellular",16,"sep",106,1,-1,0,"unknown","no","1"
36,"admin.","married","unknown","no",991,"no","no","cellular",14,"jan",589,2,-1,0,"unknown","yes","1"
34,"blue-collar","married","primary","no",161,"yes","yes","unknown",20,"may",177,1,-1,0,"unknown","no","1"
38,"management","married","tertiary","no",258,"yes","no","unknown",13,"may",124,3,-1,0,"unknown","no","1"
45,"technician","single","secondary","no",21,"yes","no","cellular",25,"aug",72,3,-1,0,"unknown","no","1"
41,"self-employed","married","secondary","no",28,"yes","no","cellular",11,"may",49,1,-1,0,"unknown","no","1"
38,"technician","single","secondary","no",283,"yes","no","unknown",26,"may",193,1,-1,0,"unknown","no","1"
45,"technician","married","secondary","no",0,"yes","no","unknown",29,"may",155,1,-1,0,"unknown","no","1"
47,"blue-collar","married","primary","no",-169,"no","yes","cellular",13,"may",234,1,349,3,"failure","no","1"
51,"technician","single","secondary","no",1153,"yes","no","cellular",20,"apr",76,5,-1,0,"unknown","no","1"
34,"management","married","tertiary","no",490,"yes","no","cellular",2,"feb",491,1,-1,0,"unknown","no","1"
66,"retired","married","primary","no",747,"no","no","telephone",27,"oct",515,1,-1,0,"unknown","no","2"
47,"housemaid","married","tertiary","no",228,"yes","no","cellular",17,"nov",80,1,118,1,"failure","no","1"
29,"management","single","tertiary","no",1673,"no","no","cellular",16,"aug",200,2,159,3,"other","no","1"
35,"housemaid","married","primary","no",77,"no","no","cellular",8,"aug",191,1,-1,0,"unknown","no","1"
29,"unknown","single","secondary","no",1288,"no","no","cellular",3,"feb",266,1,-1,0,"unknown","no","1"
